,Cleaned_Text,vader,compound,Vader_Sentiment_Type
157,one of the first network with canonically bisexual but yeah it is definitely the that did all the hard work and not the gay man who wrote it delete your account 😭,"{'neg': 0.12, 'neu': 0.748, 'pos': 0.132, 'compound': 0.1531}",0.1531,POSITIVE
158,a holy will be set up at a symbolic place of pilgrimage for who are religiously in their home with inflatable from we offer the🏳️‍🌈hajj for in,"{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.3182}",-0.3182,NEGATIVE
159,you are is coming out,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
160,i wonder what faust been smoking her anti-lgbt activism is terrible,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4767}",-0.4767,NEGATIVE
161,is there for a reason derived as a variant of boy pussy an slang term for the male anus to the secondary use in sexual,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
162,the alternative to china a claim to would be a us protectorate once is no longer useful to them they will suck it dry even now they spread the disease there the world and the will benefit from a reunification,"{'neg': 0.149, 'neu': 0.792, 'pos': 0.059, 'compound': -0.5432}",-0.5432,NEGATIVE
163,just it is the atlantic slave trade…the community a lot to answer for,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
164,i automatically do not trust people if they have all only straight plus one singular ship,"{'neg': 0.138, 'neu': 0.765, 'pos': 0.097, 'compound': -0.2028}",-0.2028,NEGATIVE
165,keeping up with the 🏳️‍🌈 acronym is starting to feel a lot like knowing the most decimal in pi… feel free to use that one,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7003}",0.7003,POSITIVE
166,no we do not it is not to be included why are you so on being included in a video no less i will tell you one thing you might not realize it but the reason the so much hate now is of this entitlement n how you basically try to take away,"{'neg': 0.131, 'neu': 0.802, 'pos': 0.067, 'compound': -0.6448}",-0.6448,NEGATIVE
167,social for prep and providing exclusive and health for affirmative for favorable for them and it goes on and on and on this a moral hazard and everyone eventually,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.7162}",0.7162,POSITIVE
168,matching rainbow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
169,rolling with the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
170,she is 90 old church and the are both she is speaking against skin color nothing to do with this,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
171,documentary went to the streets of the to ask people their on what he discovered was a shocking and even violent intolerance for the plus community many plus are allied with,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.765}",-0.765,NEGATIVE
172,today is a good day,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,POSITIVE
173,that is what when you broadcast it as a plus disease while treatment to heterosexual people 🙄,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.34}",-0.34,NEGATIVE
174,i was to take a class on history when for college but i if i want to study gay people i can just log onto twitter,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.1154}",0.1154,POSITIVE
175,do not forget openly admitted cannibal head as well as a rapist not the ideal ally i am going to,"{'neg': 0.367, 'neu': 0.499, 'pos': 0.134, 'compound': -0.795}",-0.795,NEGATIVE
176,found the section,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
177,there are no bigger than the community,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
178,of are basically on the same path as probably a decade or so behind it is a never ending game of concede when in the end you do not have a religion just a group who seeking approval from the,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.4767}",0.4767,POSITIVE
179,and the nearest is 6 away oh my god this is a forgotten land,"{'neg': 0.095, 'neu': 0.8, 'pos': 0.105, 'compound': 0.0516}",0.0516,POSITIVE
180,forever,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
181,what is your empirical peer source that sent down the road are gay i am relatively sure no good quality evidence to say that it you anti-lgbt because you side with the who oppose my as a man and the of,"{'neg': 0.046, 'neu': 0.911, 'pos': 0.044, 'compound': -0.0274}",-0.0274,NEGATIVE
182,stop them they clearly want to be the victim and not think about how are not always supportive of since equal left equal bad,"{'neg': 0.32, 'neu': 0.567, 'pos': 0.113, 'compound': -0.7421}",-0.7421,NEGATIVE
183,it will spread to the general population and when that you will stop laughing it is a danger for stop this madness,"{'neg': 0.316, 'neu': 0.59, 'pos': 0.094, 'compound': -0.7579}",-0.7579,NEGATIVE
184,that one is stunning and all the modern gender feminist literature in everything from quality to modernity,"{'neg': 0.155, 'neu': 0.733, 'pos': 0.112, 'compound': -0.25}",-0.25,NEGATIVE
185,not the most taste 😭 they must have gotten him when he was or something,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.6623}",-0.6623,NEGATIVE
186,i still think would be an incredible guest brilliant to talk about mental health and through the aswell as how the platform obviously only if he would be comfortable talking about these 🖤,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.9165}",0.9165,POSITIVE
187,today i learned that the original pride flag for plus included turquoise for magic and pink for sex and after they removed pink for some reason i forgot they removed turquoise what reason to have an even number of,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.6124}",0.6124,POSITIVE
188,that be like rainbow e be like he be,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6124}",0.6124,POSITIVE
189,even the leader can speak out his mind and did not want his chat filled with stuff he is clear the moment he that is something else you could be a bit of a snowflake and being toxic could have pretty wide concept for you is report,"{'neg': 0.08, 'neu': 0.779, 'pos': 0.141, 'compound': 0.5541}",0.5541,POSITIVE
190,conservative whether of the political academic media or corporate classes need to once again relentlessly pursue intellectual honesty and integrity regarding creeping influence within their,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.8442}",0.8442,POSITIVE
191,is in a 3 month long game jam with the theme of fantasy the game will be dead silence and it place in the same world as matriarchy,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.7081}",-0.7081,NEGATIVE
192,for ministry in an example of pop culture pervading our no wonder young today can not recite the of catholic by heart,"{'neg': 0.066, 'neu': 0.781, 'pos': 0.153, 'compound': 0.5962}",0.5962,POSITIVE
193,i just know bey up for jay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
194,you were already rather unpopular and screwing over just sunk you to a new level of being who do not you alienate election the list goes on o the you have not them,"{'neg': 0.044, 'neu': 0.956, 'pos': 0.0, 'compound': -0.2263}",-0.2263,NEGATIVE
195,my political abortion safe safe safe likely lean lean tilt lean policy non-interventionisttrade fair,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.875}",0.875,POSITIVE
196,you are about society by while making purely semantic about whether people is gay level of hypocrisy and lack of self awareness would be unreal for an person but totally typical for straight,"{'neg': 0.113, 'neu': 0.826, 'pos': 0.061, 'compound': -0.0756}",-0.0756,NEGATIVE
197,now she is showing her general plus she will be less less welcome i would not speak to her,"{'neg': 0.124, 'neu': 0.76, 'pos': 0.116, 'compound': -0.0404}",-0.0404,NEGATIVE
198,could have the same to gay without marriage but for whatever reason chose not to so instead of going after those the community went after the government to force them to government said then we can tax you more,"{'neg': 0.0, 'neu': 0.962, 'pos': 0.038, 'compound': 0.2023}",0.2023,POSITIVE
199,oh something indeed just to him,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
200,blasting a romance,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5574}",0.5574,POSITIVE
201,let us get this bread,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
202,and flag both not of any stuff,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.3412}",-0.3412,NEGATIVE
203,i hate that some rely heavily on degrading people just to get their religion point across like you can worship god or whatever but leave us alone i am so tired,"{'neg': 0.307, 'neu': 0.583, 'pos': 0.11, 'compound': -0.8677}",-0.8677,NEGATIVE
204,to and on winning the colin youth grant the colin foundation and,"{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.8777}",0.8777,POSITIVE
205,you are the one out of your depth i am and i know my history clearly better than you do infiltrate please people have been part of the community since the beginning look up cafeteria,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.7845}",0.7845,POSITIVE
206,if you to black people would you feel the same if your religion said black people will go to hell their way of life is against god would it be all cool as long as he was better the our current,"{'neg': 0.087, 'neu': 0.775, 'pos': 0.138, 'compound': 0.1779}",0.1779,POSITIVE
207,because the hair is always on point 🤧,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.2263}",0.2263,POSITIVE
208,me seeing a mutual talking about an plus or disability that does not line up with my own i do not agree but so true,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.7086}",0.7086,POSITIVE
209,doing everything for the community,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
210,based on general soc there is a distressingly high amount of interaction between 4chan do not get me on s harem and the surrounding that,"{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.4939}",-0.4939,NEGATIVE
211,i would your content when it was informative i the taking down of p2w then i watched one of your server and was taken aback by the absolute toxicity by you and your community when you hit a server cry more 🤣🤣🤣,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.9554}",0.9554,POSITIVE
212,i believe are human but i do not support the castration of without proper mental health assessment a lot of sent down the road are gay and they are not given enough help to this i do not see how that me anti-lgbt plus,"{'neg': 0.053, 'neu': 0.882, 'pos': 0.065, 'compound': 0.1687}",0.1687,POSITIVE
213,you get these like actual neo to baby pipeline,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.5673}",0.5673,POSITIVE
214,they no longer act as advocate for the part of if the t with the this was just a technical win as the decided they were not directly involved in the discrimination of by however their general advice and ideology,"{'neg': 0.088, 'neu': 0.842, 'pos': 0.07, 'compound': 0.0}",0.0,NEUTRAL
215,then they try to make her more unlikeable by trying to go with people to a bowling event or something by she may be because she made out with a girl she is already unlikable she tried to use 9 11 as a comparison despite it not affecting her,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
216,do not you think of the community like are rightfully just a wary of just a tad,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",0.3612,POSITIVE
217,yea like he definitely some questionable and is never vote for him in a primary but he is still pro and does not hate black people can not say the same about the r,"{'neg': 0.165, 'neu': 0.745, 'pos': 0.089, 'compound': -0.6187}",-0.6187,NEGATIVE
218,despite someone telling about in length they did not change anything the been blatantly lately even want to look virtuous for and i am by their audacity,"{'neg': 0.061, 'neu': 0.816, 'pos': 0.124, 'compound': 0.34}",0.34,POSITIVE
219,because - are for a - like hungary- apparently are,"{'neg': 0.149, 'neu': 0.722, 'pos': 0.129, 'compound': -0.1027}",-0.1027,NEGATIVE
220,fam the level of representation as part of three ’ s relaunch is insane i love it,"{'neg': 0.123, 'neu': 0.685, 'pos': 0.192, 'compound': 0.3612}",0.3612,POSITIVE
221,what a pollock that he should be out catching instead of sucking up to their dangerous,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.7783}",-0.7783,NEGATIVE
222,you should do some research into how friendly your post-coup bandera-ist are they are the of politics,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}",0.4939,POSITIVE
223,the disappointing thing is both rishi and are calling for a return of section 28 and pushing misleading rhetoric and labour are not calling it out are labour really in of or not,"{'neg': 0.134, 'neu': 0.794, 'pos': 0.072, 'compound': -0.4062}",-0.4062,NEGATIVE
224,stopped me from following you on twitter is the appearance of the flag in your,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.2263}",-0.2263,NEGATIVE
225,do not you think of the community like are rightfully just a wary of just a tad,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",0.3612,POSITIVE
226,i have thought about getting before i think i would want to speak to an therapist before going through with it but that is my choice as an adult i should be able to access it way easier than i can,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.5927}",0.5927,POSITIVE
227,one from the files🗃️ 24th 20🗓️ orthodoxy is unconsciousness ➡️ 🔻 🏳️‍🌈 🤤 🌐,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
228,end where s begin if you support who verbally physically emotionally even sexually abuse their for being you do not deserve to have,"{'neg': 0.124, 'neu': 0.796, 'pos': 0.08, 'compound': -0.3612}",-0.3612,NEGATIVE
229,what i want to see more in media r painfully average people being let the 40 year old school janitor be let the grandpa who just on his porch be let the girl who is on her way to an office job be,"{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.5267}",-0.5267,NEGATIVE
230,majority of child are 💀,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5574}",-0.5574,NEGATIVE
231,they should add at the end of the plus acronym,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
232,i thought seeing dan and on tour would cure my mental illness because the of an account said they saved their life - the most 2017 sentence i have ever in my life,"{'neg': 0.064, 'neu': 0.832, 'pos': 0.104, 'compound': 0.1725}",0.1725,POSITIVE
233,for the community 😁,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.4588}",0.4588,POSITIVE
234,to 8 sloppy 18 18 plus ongoing 1620 e st ca,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
235,i do not have the luxury of aside ‘ ’ for the sake of the revolution being a woman and an person is what i am it is a target on my back i can not just scrub off even amongst other,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
236,this video now so anachronistic as since may left government the conservative party to the right on it is quite extraordinary,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4019}",0.4019,POSITIVE
